모델명,제조사,유종,배기량,변속형식,A,등급,B,자동차유형
벤츠 S450 4Matic Coupe,벤츠,휘발유,2996,자동9,8.2,5등급,215,일반형
BMW X7 xDrive40i,BMW,휘발유,2998,자동8,8.2,5등급,211,다목적형
911 카레라 4S,포르쉐,휘발유,2981,자동8,8.2,5등급,212,일반형
911 카레라 S 카브리올레,포르쉐,휘발유,2981,자동8,8.2,5등급,210,일반형
911 카레라 4S 카브리올레,포르쉐,휘발유,2981,자동8,8.2,5등급,212,일반형
911 카레라 S,포르쉐,휘발유,2981,자동8,8.2,5등급,210,일반형
BMW X7 xDrive40i,BMW,휘발유,2998,자동8,8.2,5등급,211,다목적형
G90 3.8GDI AWD 5인 (18“ 타이어),현대,휘발유,3778,자동8,8.2,5등급,210,일반형
"G80 3.3GDI AWD 스포츠패키지 19MY (19""타이어)",현대,휘발유,3342,자동8,8.2,5등급,207,일반형
짚 랭글러 루비콘,크라이슬러,휘발유,1995,자동8,8.2,5등급,210,다목적형
카니발 3.3GDI 7인승 (19'' 타이어),기아,휘발유,3342,자동8,8.2,5등급,210,기타형
카니발 3.3GDI 9인승 (19'' 타이어),기아,휘발유,3342,자동8,8.2,5등급,210,기타형
"G80 3.8GDI AWD (19""타이어) (15)",현대,휘발유,3778,자동8,8.2,5등급,210,일반형
토요타 SIENNA(4WD),토요타,휘발유,3456,자동8,8.2,5등급,208,기타형
캐딜락 CT6,GM,휘발유,3649,자동8,8.2,5등급,215,일반형
BMW X5 xDrive40i,BMW,휘발유,2998,자동8,8.1,5등급,210,다목적형
CHEVROLET COLORADO AWD,GM,휘발유,3649,자동8,8.1,5등급,216,일반형
911 타르가 4S,포르쉐,휘발유,2981,자동8,8.1,5등급,216,일반형
911 카레라 4S,포르쉐,휘발유,2981,자동8,8.1,5등급,216,일반형
911 카레라 4S 카브리올레,포르쉐,휘발유,2981,자동8,8.1,5등급,216,일반형
Mercedes-AMG GLC 43 4MATIC Coupe,벤츠,휘발유,2996,자동9,8.1,5등급,217,다목적형
CHEVROLET COLORADO AWD,GM,휘발유,3649,자동8,8.1,5등급,216,일반형
Lincoln Aviator 3.0,포드,휘발유,2956,자동10,8.1,5등급,212,다목적형
짚 체로키 3.2,크라이슬러,휘발유,3239,자동9,8.1,5등급,215,다목적형
Lincoln Aviator 3.0,포드,휘발유,2956,자동10,8.1,5등급,212,다목적형
CHEVROLET COLORADO AWD,GM,휘발유,3649,자동8,8.1,5등급,216,일반형
G90 3.8GDI AWD 5인 (19“ 타이어),현대,휘발유,3778,자동8,8.1,5등급,212,일반형
G90 3.3T-GDI AWD 5인 (18“ 타이어),현대,휘발유,3342,자동8,8.1,5등급,214,일반형
G90 3.8GDI AWD 4인 (19“ 타이어),현대,휘발유,3778,자동8,8.1,5등급,212,일반형
K9(RJ) 3.3T-GDI AWD 19인치 타이어,기아,휘발유,3342,자동8,8.1,5등급,213,일반형
BMW M5,BMW,휘발유,4395,자동8,8.1,5등급,218,일반형
Mercedes-Maybach S560 4Matic,벤츠,휘발유,3982,자동9,8.1,5등급,219,일반형
Mercedes-Maybach S560 4Matic,벤츠,휘발유,3982,자동9,8.1,5등급,219,일반형
Mercedes-AMG GLC43 4Matic Coupe,벤츠,휘발유,2996,자동9,8.1,5등급,219,다목적형
Mercedes-AMG GLC43 4Matic,벤츠,휘발유,2996,자동9,8.1,5등급,217,다목적형
재규어 XJ 3.0SC,재규어,휘발유,2995,자동8,8.1,5등급,210,일반형
캐딜락 ATS-V,GM,휘발유,3564,자동8,8.1,5등급,221,일반형
재규어 F-Type SVR Convertible,재규어,휘발유,5000,자동8,8,5등급,217,일반형
재규어 F-Type SVR Coupe,재규어,휘발유,5000,자동8,8,5등급,217,일반형
Mercedes-AMG C 63 S Coupe,벤츠,휘발유,3982,자동9,8,5등급,220,일반형
GV80 3.5T-GDI AWD 5인 20인치타이어,현대,휘발유,3470,자동8,8,5등급,215,다목적형
BMW X5 xDrive40i,BMW,휘발유,2998,자동8,8,5등급,216,다목적형
캐딜락 XT5,GM,휘발유,3649,자동9,8,5등급,218,다목적형
재규어 F-TYPE SVR,재규어,휘발유,5000,자동8,8,5등급,217,일반형
재규어 F-TYPE SVR,재규어,휘발유,5000,자동8,8,5등급,217,일반형
G90 3.3T-GDI AWD 5인 (19“ 타이어),현대,휘발유,3342,자동8,8,5등급,217,일반형
G90 3.3T-GDI AWD 4인 (19“ 타이어),현대,휘발유,3342,자동8,8,5등급,217,일반형
렉서스 LS500 AWD,토요타,휘발유,3445,자동10,8,5등급,219,일반형
Mercedces-AMG GT,벤츠,휘발유,3982,자동7,8,5등급,222,일반형
"G80 3.3T-GDI AWD (19""타이어)",현대,휘발유,3342,자동8,8,5등급,213,일반형
BMW M550i xDrive,BMW,휘발유,4395,자동8,7.9,5등급,219,일반형
디스커버리 스포츠 P200,랜드로버,휘발유,1997,자동9,7.9,5등급,212,다목적형
Q7 55 TFSI quattro,아우디,휘발유,2995,자동8,7.9,5등급,219,다목적형
911 카레라 4,포르쉐,휘발유,2981,자동8,7.9,5등급,220,일반형
911 카레라 4 카브리올레,포르쉐,휘발유,2981,자동8,7.9,5등급,220,일반형
카니발(PE 20MY) 3.3GDI 하이리무진 7인,기아,휘발유,3342,자동8,7.9,5등급,218,기타형
짚 그랜드 체로키,크라이슬러,휘발유,3604,자동8,7.9,5등급,223,다목적형
짚 그랜드 체로키,크라이슬러,휘발유,3604,자동8,7.9,5등급,223,다목적형
카니발 3.3GDI 하이리무진 7인,기아,휘발유,3342,자동8,7.9,5등급,218,기타형
마세라티 기블리,마세라티,휘발유,2979,자동8,7.9,5등급,212,일반형
911 터보 S,포르쉐,휘발유,3800,자동7,7.9,5등급,219,일반형
911 터보 카브리올레,포르쉐,휘발유,3800,자동7,7.9,5등급,219,일반형
911 터보,포르쉐,휘발유,3800,자동7,7.9,5등급,219,일반형
911 터보 S 카브리올레,포르쉐,휘발유,3800,자동7,7.9,5등급,219,일반형
렉서스 RC F,토요타,휘발유,4969,자동8,7.9,5등급,222,일반형
카이엔,포르쉐,휘발유,2995,자동8,7.8,5등급,223,다목적형
카이엔 COUPE,포르쉐,휘발유,2995,자동8,7.8,5등급,223,다목적형
카이엔 COUPE (5인승),포르쉐,휘발유,2995,자동8,7.8,5등급,223,다목적형
GV80 3.5T-GDI AWD 5인 20인치타이어 (빌트인캠),현대,휘발유,3470,자동8,7.8,5등급,221,다목적형
GV80 3.5T-GDI AWD 5인 22인치타이어,현대,휘발유,3470,자동8,7.8,5등급,221,다목적형
GV80 3.5T-GDI AWD 7인 20인치타이어,현대,휘발유,3470,자동8,7.8,5등급,221,다목적형
GV80 3.5T-GDI AWD 7인 22인치타이어,현대,휘발유,3470,자동8,7.8,5등급,221,다목적형
레인지로버 벨라 P380,랜드로버,휘발유,2995,자동8,7.8,5등급,218,다목적형
카마로,GM,휘발유,6162,자동8,7.8,5등급,227,일반형
A8 L 60 TFSI quattro,아우디,휘발유,3996,자동8,7.7,5등급,226,일반형
A8 L 60 TFSI quattro,아우디,휘발유,3996,자동8,7.7,5등급,226,일반형
마칸 GTS,포르쉐,휘발유,2894,자동7,7.7,5등급,225,다목적형
Mercedes-AMG GT 63 S 4MATIC,벤츠,휘발유,3982,자동9,7.7,5등급,231,일반형
BMW 750Li xDrive,BMW,휘발유,4395,자동8,7.7,5등급,226,일반형
재규어 F-PACE 5.0SC SVR,재규어,휘발유,4999,자동8,7.7,5등급,224,다목적형
렉서스 LC500,토요타,휘발유,4969,자동10,7.7,5등급,226,일반형
BMW 750Li xDrive,BMW,휘발유,4395,자동8,7.7,5등급,226,일반형
BMW M5 Competition Package,BMW,휘발유,4395,자동8,7.7,5등급,227,일반형
Mercedces-AMG GT S,벤츠,휘발유,3982,자동7,7.7,5등급,229,일반형
BMW M5,BMW,휘발유,4395,자동8,7.6,5등급,225,일반형
BMW M5 Competition Package,BMW,휘발유,4395,자동8,7.6,5등급,225,일반형
Q8 55 TFSI quattro,아우디,휘발유,2995,자동8,7.6,5등급,229,다목적형
Q8 55 TFSI quattro,아우디,휘발유,2995,자동8,7.6,5등급,229,다목적형
Mercedes-AMG E 63 4MATIC +,벤츠,휘발유,3982,자동9,7.6,5등급,233,일반형
BMW X6 xDrive40i,BMW,휘발유,2998,자동8,7.6,5등급,227,다목적형
BMW M8,BMW,휘발유,4395,자동8,7.6,5등급,230,일반형
카니발(PE 20MY) 3.3GDI 하이리무진 9인,기아,휘발유,3342,자동8,7.6,5등급,228,기타형
카니발(PE 20MY) 3.3GDI 하이리무진 9인,기아,휘발유,3342,자동8,7.6,5등급,228,기타형
BMW M8 Coupe Competition,BMW,휘발유,4395,자동8,7.6,5등급,230,일반형
Mercedes-AMG E63 4Matic +,벤츠,휘발유,3982,자동9,7.6,5등급,233,일반형
카니발 3.3GDI 하이리무진 9인,기아,휘발유,3342,자동8,7.6,5등급,228,기타형
Mercedes-AMG SL63,벤츠,휘발유,5461,자동7,7.6,5등급,235,일반형
레인지로버 스포츠 P360,랜드로버,휘발유,2996,자동8,7.5,5등급,223,다목적형
파나메라 터보 이그제큐티브,포르쉐,휘발유,3996,자동8,7.5,5등급,234,일반형
파나메라 터보,포르쉐,휘발유,3996,자동8,7.5,5등급,234,일반형
파나메라 터보 (5인승),포르쉐,휘발유,3996,자동8,7.5,5등급,234,일반형
Mercedes-Benz S 560 4MATIC,벤츠,휘발유,3982,자동9,7.5,5등급,237,일반형
Mercedes-Benz S 560 4MATIC,벤츠,휘발유,3982,자동9,7.5,5등급,237,일반형
Mustang GT 5.0 Convertible,포드,휘발유,5035,자동10,7.5,5등급,227,일반형
Mustang GT 5.0 Coupe,포드,휘발유,5035,자동10,7.5,5등급,227,일반형
K9(RJ) 5.0GDI AWD 19인치 타이어,기아,휘발유,5038,자동8,7.5,5등급,231,일반형
페라리 Roma,페라리,휘발유,3855,자동8,7.4,5등급,237,일반형
Mercedes-AMG S 63 4MATIC Coupe,벤츠,휘발유,3982,자동9,7.4,5등급,241,일반형
Continental GT V8,벤틀리,휘발유,3996,자동8,7.4,5등급,238,일반형
CHEVROLET CAMARO,GM,휘발유,6162,자동10,7.4,5등급,240,일반형
마세라티 콰트로포르테 S Q4,마세라티,휘발유,2979,자동8,7.4,5등급,228,일반형
마세라티 콰트로포르테 350,마세라티,휘발유,2979,자동8,7.4,5등급,227,일반형
마세라티 기블리 S Q4,마세라티,휘발유,2979,자동8,7.4,5등급,227,일반형
Mercedes-AMG S63 4MATIC Coupe,벤츠,휘발유,3982,자동9,7.3,5등급,242,일반형
Mercedes-Benz GLS 580 4MATIC,벤츠,휘발유,3982,자동9,7.3,5등급,243,다목적형
BMW M8 Gran Coupe,BMW,휘발유,4395,자동8,7.3,5등급,237,일반형
레인지로버 벨라 SVAutobiography Dynamic,랜드로버,휘발유,4999,자동8,7.3,5등급,230,다목적형
Mercedes-AMG S 63 4MATIC + L,벤츠,휘발유,3982,자동9,7.3,5등급,242,일반형
Mercedes-AMG S 63 4MATIC + L,벤츠,휘발유,3982,자동9,7.3,5등급,242,일반형
BMW M8 Gran Coupe Competition,BMW,휘발유,4395,자동8,7.3,5등급,237,일반형
G90 5.0GDI AWD 5인 (19“ 타이어),현대,휘발유,5038,자동8,7.3,5등급,239,일반형
G90 5.0GDI AWD 4인 (19“ 타이어),현대,휘발유,5038,자동8,7.3,5등급,239,일반형
S8L TFSI,아우디,휘발유,3996,자동8,7.2,5등급,246,일반형
Mercedes-Maybach S 560 4MATIC,벤츠,휘발유,3982,자동9,7.2,5등급,246,일반형
Mercedes-Maybach S 560 4MATIC,벤츠,휘발유,3982,자동9,7.2,5등급,246,일반형
Mercedes-AMG GT63 S 4Matic +,벤츠,휘발유,3982,자동9,7.2,5등급,245,일반형
Mercedes-AMG GLC63 S 4Matic Coupe,벤츠,휘발유,3982,자동9,7.2,5등급,246,다목적형
Mercedes-AMG S63 4Matic + L,벤츠,휘발유,3982,자동9,7.2,5등급,246,일반형
Mercedes-AMG S63 4Matic + L,벤츠,휘발유,3982,자동9,7.2,5등급,246,일반형
"G90 5.0GDI AWD 리무진 5인 (19""타이어)",현대,휘발유,5038,자동8,7.2,5등급,241,일반형
"G90 5.0GDI AWD 리무진 4인 (19""타이어)",현대,휘발유,5038,자동8,7.2,5등급,241,일반형
BMW X3 M,BMW,휘발유,2993,자동8,7.1,5등급,247,다목적형
BMW X4 M,BMW,휘발유,2993,자동8,7.1,5등급,247,다목적형
Mercedes-AMG GLC63 4Matic,벤츠,휘발유,3982,자동9,7.1,5등급,251,다목적형
BMW X3 M Competition,BMW,휘발유,2993,자동8,7.1,5등급,247,다목적형
파나메라 GTS (5인승),포르쉐,휘발유,3996,자동8,7.1,5등급,244,일반형
파나메라 GTS,포르쉐,휘발유,3996,자동8,7.1,5등급,244,일반형
BMW X4 M Competition,BMW,휘발유,2993,자동8,7.1,5등급,247,다목적형
Mercedes-AMG S63 4Matic Coupe,벤츠,휘발유,3982,자동9,7.1,5등급,251,일반형
Mercedes-AMG GT R,벤츠,휘발유,3982,자동7,7.1,5등급,251,일반형
마칸 GTS,포르쉐,휘발유,2997,자동7,7.1,5등급,248,다목적형
Mercedes-AMG GT,벤츠,휘발유,3982,자동7,7,5등급,248,일반형
Mercedes-AMG GT-C Roadster,벤츠,휘발유,3982,자동7,7,5등급,248,일반형
BMW X6 M50i,BMW,휘발유,4395,자동8,7,5등급,247,다목적형
Mercedes-AMG GLC 63 S 4MATIC + Coupe,벤츠,휘발유,3982,자동9,7,5등급,256,다목적형
Bentayga V8,벤틀리,휘발유,3996,자동8,6.9,5등급,250,다목적형
Bentayga V8,벤틀리,휘발유,3996,자동8,6.9,5등급,250,다목적형
캐딜락 ESCALADE,GM,휘발유,6162,자동8,6.9,5등급,259,다목적형
캐딜락 ESCALADE,GM,휘발유,6162,자동8,6.9,5등급,259,다목적형
911 터보 S 카브리올레,포르쉐,휘발유,3745,자동8,6.8,5등급,257,일반형
911 터보 S,포르쉐,휘발유,3745,자동8,6.8,5등급,257,일반형
BMW X6 M,BMW,휘발유,4395,자동8,6.8,5등급,256,다목적형
BMW X6 M Competition,BMW,휘발유,4395,자동8,6.8,5등급,256,다목적형
캐딜락 Escalade,GM,휘발유,6162,자동10,6.8,5등급,260,다목적형
캐딜락 Escalade,GM,휘발유,6162,자동10,6.8,5등급,260,다목적형
캐딜락 Escalade,GM,휘발유,6162,자동10,6.8,5등급,260,다목적형
BMW X5 M,BMW,휘발유,4395,자동8,6.7,5등급,258,다목적형
X5 M Competition,BMW,휘발유,4395,자동8,6.7,5등급,258,다목적형
Mercedes-AMG S63 4Matic Cabriolet,벤츠,휘발유,3982,자동9,6.7,5등급,267,일반형
BMW X6 M,BMW,휘발유,4395,자동8,6.7,5등급,262,다목적형
BMW X5 M,BMW,휘발유,4395,자동8,6.7,5등급,262,다목적형
캐딜락 CTS-V,GM,휘발유,6162,자동8,6.7,5등급,266,일반형
BMW X5 M50i,BMW,휘발유,4395,자동8,6.6,5등급,260,다목적형
카이엔 터보 COUPE (5인승),포르쉐,휘발유,3996,자동8,6.6,5등급,265,다목적형
카이엔 터보 COUPE,포르쉐,휘발유,3996,자동8,6.6,5등급,265,다목적형
카이엔 터보,포르쉐,휘발유,3996,자동8,6.6,5등급,265,다목적형
페라리 F8 Tributo,페라리,휘발유,3902,자동7,6.6,5등급,268,일반형
BMW M760Li xDrive,BMW,휘발유,6592,자동8,6.6,5등급,274,일반형
마세라티 콰트로포르테 GTS,마세라티,휘발유,3799,자동8,6.6,5등급,255,일반형
짚 글래디에이터,크라이슬러,휘발유,3604,자동8,6.5,5등급,269,화물
짚 글래디에이터,크라이슬러,휘발유,3604,자동8,6.5,5등급,269,화물
BMW X7 M50i,BMW,휘발유,4395,자동8,6.5,5등급,265,다목적형
BMW X7 M50i,BMW,휘발유,4395,자동8,6.5,5등급,265,다목적형
레인지로버 5.0SC SVAutobiography,랜드로버,휘발유,4999,자동8,6.5,5등급,263,다목적형
Mercedes-AMG GLE63 S 4Matic Coupe,벤츠,휘발유,5461,자동9,6.5,5등급,275,다목적형
레인지로버 5.0SC SV Autobiography,랜드로버,휘발유,4999,자동8,6.5,5등급,263,다목적형
레인지로버 5.0SC SVA Dynamic,랜드로버,휘발유,4999,자동8,6.5,5등급,263,다목적형
페라리 F8 Spider,페라리,휘발유,3902,자동7,6.4,5등급,277,일반형
BMW M760Li xDrive,BMW,휘발유,6592,자동8,6.4,5등급,277,일반형
마세라티 르반떼 S,마세라티,휘발유,2979,자동8,6.4,5등급,264,다목적형
마세라티 르반떼,마세라티,휘발유,2979,자동8,6.4,5등급,263,다목적형
Mercedes-AMG S65 Coupe,벤츠,휘발유,5980,자동7,6.4,5등급,278,일반형
Urus,람보르기니,휘발유,3996,자동8,6.3,5등급,281,다목적형
Mercedes-Maybach S650,벤츠,휘발유,5980,자동7,6.3,5등급,286,일반형
Urus,람보르기니,휘발유,3996,자동8,6.3,5등급,281,다목적형
R8 V10 performance,아우디,휘발유,5204,자동7,6.2,5등급,288,일반형
Huracan EVO Spyder,람보르기니,휘발유,5204,자동7,6.2,5등급,286,일반형
Huracan EVO RWD,람보르기니,휘발유,5204,자동7,6.1,5등급,292,일반형
Mercedes-Maybach S 650,벤츠,휘발유,5980,자동7,6.1,5등급,295,일반형
Mercedes-Maybach S 650,벤츠,휘발유,5980,자동7,6.1,5등급,295,일반형
Mercedes-AMG G63,벤츠,휘발유,3982,자동9,6.1,5등급,292,다목적형
레인지로버 스포츠 5.0SC SVR,랜드로버,휘발유,5000,자동8,6.1,5등급,285,다목적형
R8 V10 performance,아우디,휘발유,5204,자동7,6,5등급,296,일반형
Huracan EVO,람보르기니,휘발유,5204,자동7,6,5등급,297,일반형
Rolls-Royce Wraith Coupe Black Badge,롤스로이스,휘발유,6592,자동8,6,5등급,298,일반형
Rolls-Royce Wraith Coupe,롤스로이스,휘발유,6592,자동8,6,5등급,301,일반형
Mercedes-AMG G 63,벤츠,휘발유,3982,자동9,5.9,5등급,301,다목적형
Rolls Royce Dawn,롤스로이스,휘발유,6592,자동8,5.9,5등급,303,일반형
Rolls Royce Ghost EWB,롤스로이스,휘발유,6749,자동8,5.8,5등급,300,일반형
Rolls Royce Ghost EWB,롤스로이스,휘발유,6749,자동8,5.8,5등급,300,일반형
Huracan EVO Spyder RWD,람보르기니,휘발유,5204,자동7,5.8,5등급,304,일반형
Rolls Royce Phantom,롤스로이스,휘발유,6749,자동8,5.8,5등급,310,일반형
Rolls Royce Phantom,롤스로이스,휘발유,6749,자동8,5.8,5등급,310,일반형
Rolls Royce Phantom EWB,롤스로이스,휘발유,6749,자동8,5.8,5등급,310,일반형
Rolls Royce Phantom EWB,롤스로이스,휘발유,6749,자동8,5.8,5등급,310,일반형
Rolls-Royce Ghost SWB,롤스로이스,휘발유,6592,자동8,5.8,5등급,311,일반형
Rolls-Royce Ghost EWB,롤스로이스,휘발유,6592,자동8,5.8,5등급,311,일반형
Rolls Royce Ghost,롤스로이스,휘발유,6749,자동8,5.7,5등급,308,일반형
Rolls Royce Ghost,롤스로이스,휘발유,6749,자동8,5.7,5등급,308,일반형
마세라티 르반떼 트로페오,마세라티,휘발유,3799,자동8,5.7,5등급,298,다목적형
마세라티 르반떼 GTS,마세라티,휘발유,3799,자동8,5.7,5등급,295,다목적형
Rolls-Royce Ghost SWB Black Badge,롤스로이스,휘발유,6592,자동8,5.7,5등급,317,일반형
Rolls-Royce Dawn,롤스로이스,휘발유,6592,자동8,5.7,5등급,313,일반형
Rolls-Royce Cullinan,롤스로이스,휘발유,6749,자동8,5.6,5등급,319,일반형
Rolls-Royce Cullinan,롤스로이스,휘발유,6749,자동8,5.6,5등급,319,일반형
레인지로버 5.0SC SWB,랜드로버,휘발유,4999,자동8,5.6,5등급,309,다목적형
레인지로버 5.0SC LWB,랜드로버,휘발유,4999,자동8,5.6,5등급,309,다목적형
Mercedes-Maybach S650 pullman,벤츠,휘발유,5980,자동7,5.5,5등급,331,일반형
Rolls Royce Dawn Black Badge,롤스로이스,휘발유,6592,자동8,5.5,5등급,325,일반형
페라리 812 Superfast,페라리,휘발유,6496,자동7,5.4,5등급,328,일반형
Rolls-Royce Cullinan Black Badge,롤스로이스,휘발유,6749,자동8,5.4,5등급,330,일반형
Rolls-Royce Cullinan Black Badge,롤스로이스,휘발유,6749,자동8,5.4,5등급,330,일반형
페라리 812 GTS,페라리,휘발유,6496,자동7,5.3,5등급,337,일반형
Aventador SVJ Coupe,람보르기니,휘발유,6498,자동7,4.6,5등급,390,일반형
Aventador SVJ Coupe,람보르기니,휘발유,6498,자동7,4.5,5등급,398,일반형
Aventador SVJ Roadster,람보르기니,휘발유,6498,자동7,4.4,5등급,405,일반형
Aventador S Coupe,람보르기니,휘발유,6498,자동7,4.4,5등급,408,일반형
Aventador S Roadster,람보르기니,휘발유,6498,자동7,4.4,5등급,408,일반형
Aventador S Roadster,람보르기니,휘발유,6498,자동7,4.2,5등급,423,일반형
Aventador SVJ Roadster,람보르기니,휘발유,6498,자동7,4.2,5등급,425,일반형
Aventador S Coupe,람보르기니,휘발유,6498,자동7,4.1,5등급,438,일반형
인피니티 FX35,닛산,휘발유,3498,자동7,0,5등급,0,다목적형
